review_batch,reviewed_at,reviewer,epic_id,source_packet,source_rank,manual_label,manual_label_family,training_eligibility,training_use_note,manual_reason,reason_status,manual_vetted,gatevetter_v0_2_prediction,gatevetter_v0_2_reason,gatevetter_score,candidate_survivor_score,cnn_score,primary_depth,primary_depth_snr,odd_even_depth_ratio,secondary_depth_snr,secondary_to_primary_depth_ratio,oot_to_depth,candidate_period_count,event_family_count,alias_risk,duration_fraction_of_period,best_period_days,transit_duration_hours,period_source,period_ambiguity_flag,period_comparison_status,trusted_period_validation,metric_trust_level,stage_g_action,primary_gate,hard_gate_fired,hard_gates_fired,hold_gates_fired,risk_gates_fired,penalties_or_missing_evidence,rule_trace,score_components,phase_0_folded_path,validation_summary_json_path,notes
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211842777,top_20_holds,1,uncertain_hold_positive,hold,exclude_for_now,Do not use hold for training yet.,"Narrow repeatable folded dip with good SNR and low alias risk, but strong raw variability keeps it as a conservative positive hold.",complete_codex_visual_review,true,excluded_uncertain_hold,incomplete_or_uncertain_candidate_evidence,0.6,0.732932,0.6753541231155396,0.00015287579272166285,5.552710670844642,0.9973880443189926,-0.1646335640519259,-0.03429024929302162,0.010637252017439341,24,5,low,0.002209,9.25044,0.49036290618823686,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate6_conservative_hold,false,none,none,none,gate2_fallback_period_context,Gates 1-5 passed; candidate survivor scoring applied,cnn_morphology:0.303909|primary_depth_snr:0.129023|odd_even_support:0.12|oot_cleanliness:0.1|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211842777/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211842777/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211904163,top_20_holds,2,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Large coherent raw variability and broad phase modulation dominate over the transit-like window.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.556342,0.791871190071106,0.0008742350956003064,0.2689384926219883,0.9844894247720619,-0.0825457560965086,-0.35830838717398944,5.214250374119539,31,4,low,0.131912,1.239119792904296,3.9229157073714296,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context|weak_primary_depth_snr,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.356342|primary_depth_snr:0.04|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.04,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211904163/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211904163/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211939380,top_20_holds,3,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Noisy weak folded feature with poor event-stack support and no convincing repeatable transit family.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.600932,0.8020708560943604,0.0003600941872745067,0.752119427037723,0.9560378968846167,-0.3057911408359896,-0.3960467683281846,1.9188661129426856,26,4,low,0.005367,11.42133,1.4710892770090127,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context|weak_primary_depth_snr,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.360932|primary_depth_snr:0.04|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211939380/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211939380/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211965141,top_20_holds,4,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Very low-SNR noisy packet with no coherent folded or event-stack transit signal.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.595115,0.7891435027122498,0.0008392610978034121,0.11858617266052524,0.9175051506787529,-0.02317072076426617,-0.19506103135751227,5.232504907872023,21,2,moderate,0.002105,9.705083661770914,0.49035972674027883,saved_best_period,False,trusted_saved_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,weak_primary_depth_snr,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.355115|primary_depth_snr:0.04|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211965141/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211965141/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211753556,top_20_holds,5,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Broad deep U-shaped phase structure and strong raw variability are EB/variable-like rather than planet-like.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.520992,0.520992,0.6244275569915771,0.009200007093667084,3.316559672299789,0.9988047850891348,-1.5291342917686803,-0.7285899782967127,0.34051612718079843,16,13,moderate,0.088889,1.37914,2.9421552788699037,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.30,false,none,gate4_oot_to_depth_ge_0.30,none,gate2_fallback_period_context|weak_primary_depth_snr,Gate 4 hold: OOT variability >= 30% of depth,cnn_morphology:0.280992|primary_depth_snr:0.04|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211753556/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211753556/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211910338,top_20_holds,6,uncertain_hold_positive,hold,exclude_for_now,Do not use hold for training yet.,"Compact transit-like folded dip is visually plausible, but low SNR and moderate alias risk keep it as a hold.",complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.431539,0.431539,0.5589748024940491,0.00024741657665416916,2.363965098218294,0.657632591467109,0.09673016145659981,0.04311610822400577,0.4139388969773068,15,9,moderate,0.007547,5.41442,0.9807223368552503,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate3_odd_even_ratio_le_0.75,false,none,gate3_odd_even_ratio_le_0.75|gate4_oot_to_depth_ge_0.30,none,gate2_fallback_period_context|weak_primary_depth_snr,Gate 3 hold: odd/even ratio <= 0.75; Gate 4 hold: OOT variability >= 30% of depth,cnn_morphology:0.251539|primary_depth_snr:0.04|odd_even_support:0.06|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211910338/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211910338/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211944237,top_20_holds,7,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Deep broad period-ambiguous morphology and strong raw variability are consistent with EB/variable behavior.,complete_codex_visual_review,true,excluded_uncertain_hold,duration_fraction_ge_0_20_hold,0.05,0.340705,0.6682336926460266,0.019699556219630876,1.9103807453816442,,-1.8535384523586644,-1.0247931544364826,,28,4,period_ambiguous,0.227762,1.1213368078920263,6.129542882088572,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate_v0_2_duration_fraction_ge_0_20,true,gate_v0_2_duration_fraction_ge_0_20,none,none,weak_primary_depth_snr|missing_odd_even_depth_ratio|missing_oot_to_depth,Gate v0.2 hold: duration fraction is greater than or equal to 0.20 and below 0.35,cnn_morphology:0.300705|primary_depth_snr:0.04|odd_even_support:0.0|oot_cleanliness:0.0|duration_sanity:0.0,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211944237/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/top_20_holds/EPIC_211944237/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211341364,reject_sanity_high_cnn_high_snr,1,false_positive_eb_or_variable,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Broad period-ambiguous event-stack structure with weak folded evidence supports EB/variable false-positive handling.,complete_codex_visual_review,true,false_positive_eb_or_variable,eb_or_variable_gate,0.0,0.0,0.7759537696838379,0.00023587653658374563,0.5531099856338023,,0.2822632166350677,0.5119843771674729,,30,4,period_ambiguous,0.003184,12.83522,0.980728530470514,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate3_eb_or_variable_risk,true,gate3_eb_or_variable_risk,none,none,gate2_fallback_period_context,"Gate 3 route: EB/variable risk; Gate v0.2 Stage G block: period or alias diagnostics are period-ambiguous; Gate v0.2 Stage G block: trusted period validation unavailable; Gate v0.2 Stage G block: missing diagnostics are not passes (odd_even_depth_ratio,oot_to_depth)",none,plots/k2_batch/gatevetter_v0_2_batch_13/reject_sanity_high_cnn_high_snr/EPIC_211341364/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/reject_sanity_high_cnn_high_snr/EPIC_211341364/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211828464,reject_sanity_high_cnn_high_snr,2,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Extreme raw systematics and nearly flat folded views provide no reliable transit-like recovery despite high CNN score.,complete_codex_visual_review,true,false_positive_eb_or_variable,eb_or_variable_gate,0.0,0.0,0.9184139370918274,0.00026082101365310084,0.07479296682903429,,0.1475312851914651,1.913265812633014,,28,3,period_ambiguous,0.000949,21.52008480057845,0.4903621352277696,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate3_eb_or_variable_risk,true,gate3_eb_or_variable_risk,none,none,gate2_fallback_period_context,"Gate 3 route: EB/variable risk; Gate v0.2 Stage G block: period or alias diagnostics are period-ambiguous; Gate v0.2 Stage G block: trusted period validation unavailable; Gate v0.2 Stage G block: missing diagnostics are not passes (odd_even_depth_ratio,oot_to_depth)",none,plots/k2_batch/gatevetter_v0_2_batch_13/reject_sanity_high_cnn_high_snr/EPIC_211828464/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/reject_sanity_high_cnn_high_snr/EPIC_211828464/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_13_manual_review,2026-06-23,codex_visual_review,EPIC_211927492,reject_sanity_high_cnn_high_snr,3,false_positive_eb_or_variable,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,"Broad variable-like phase structure with period ambiguity remains an EB/variable false positive, not a planet-like miss.",complete_codex_visual_review,true,false_positive_eb_or_variable,eb_or_variable_gate,0.0,0.0,0.7495228052139282,0.00023140992337211674,0.3813177943707325,,0.11967069897715643,0.31129092262499347,,32,4,period_ambiguous,0.086173,1.6597079224955773,3.4325154212128823,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate3_eb_or_variable_risk,true,gate3_eb_or_variable_risk,none,none,gate2_fallback_period_context,"Gate 3 route: EB/variable risk; Gate v0.2 Stage G block: period or alias diagnostics are period-ambiguous; Gate v0.2 Stage G block: trusted period validation unavailable; Gate v0.2 Stage G block: missing diagnostics are not passes (odd_even_depth_ratio,oot_to_depth)",none,plots/k2_batch/gatevetter_v0_2_batch_13/reject_sanity_high_cnn_high_snr/EPIC_211927492/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_13/reject_sanity_high_cnn_high_snr/EPIC_211927492/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
