review_batch,reviewed_at,reviewer,epic_id,source_packet,source_rank,manual_label,manual_label_family,training_eligibility,training_use_note,manual_reason,reason_status,manual_vetted,gatevetter_v0_2_prediction,gatevetter_v0_2_reason,gatevetter_score,candidate_survivor_score,cnn_score,primary_depth,primary_depth_snr,odd_even_depth_ratio,secondary_depth_snr,secondary_to_primary_depth_ratio,oot_to_depth,candidate_period_count,event_family_count,alias_risk,duration_fraction_of_period,best_period_days,transit_duration_hours,period_source,period_ambiguity_flag,period_comparison_status,trusted_period_validation,metric_trust_level,stage_g_action,primary_gate,hard_gate_fired,hard_gates_fired,hold_gates_fired,risk_gates_fired,penalties_or_missing_evidence,rule_trace,score_components,phase_0_folded_path,validation_summary_json_path,notes
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211411882,top_20_holds,1,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,"Broad primary-like phase structure, secondary/phase context, and raw variability make this EB/variable-like rather than a clean planet hold.",complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.552188,0.634781002998352,0.0003262846920912832,4.022836495522236,0.7878735351240049,-1.552777815649829,-0.423295306660256,0.5722962449582402,19,14,moderate,0.009449,3.24353,0.7355417271901379,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.285651|primary_depth_snr:0.126537|odd_even_support:0.06|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211411882/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211411882/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211696209,top_20_holds,2,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Weak shallow folded feature in a strongly variable raw light curve with poor candidate isolation; no reliable transit family.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.571239,0.647198498249054,9.90436206165235e-05,1295.9006975065056,0.8827304676105221,-3.7773136642599368,-0.09385233183070976,0.35155693496535034,17,14,low,0.004458,6.87525,0.7355449430469876,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.30,false,none,gate4_oot_to_depth_ge_0.30,none,gate2_fallback_period_context|absurd_primary_depth_snr_suspicious,Gate 4 hold: OOT variability >= 30% of depth,cnn_morphology:0.291239|primary_depth_snr:0.08|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211696209/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211696209/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211768258,top_20_holds,3,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Coherent stellar variability and broad folded/secondary context dominate the shallow dip.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.552637,0.6338663101196289,0.0007989617814121996,4.552071555416434,0.7658236360818308,0.0,0.0,0.5363642381951682,17,14,moderate,0.020102,5.59015,2.6970042855245975,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.28524|primary_depth_snr:0.127397|odd_even_support:0.06|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211768258/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211768258/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211845034,top_20_holds,4,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Deep broad EB/variable-like morphology with strong periodic raw variability and non-planet-like event structure.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.55,0.612272,0.7680732011795044,0.019544673491050657,4.085369817164888,0.8328765330779406,-1.453307799683343,-0.7127028696077615,0.5237218652929974,18,9,low,0.046066,1.33061,1.4710933457245103,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.345633|primary_depth_snr:0.126639|odd_even_support:0.06|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211845034/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211845034/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211905009,top_20_holds,5,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Low-SNR ambiguous folded feature with sparse event-stack support and no clean recurrence.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.526509,0.526509,0.6366862058639526,3.2398803508248974e-05,0.446409103510806,0.9199467573419821,-0.17107685083926671,-0.42708761317163063,2.498447803569859,25,8,low,0.027933,1.82863,1.2259072518500016,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.50,false,none,gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context|weak_primary_depth_snr,Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.286509|primary_depth_snr:0.04|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211905009/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211905009/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211931266,top_20_holds,6,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Noisy period-ambiguous packet with weak folded evidence and no convincing transit family.,complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.524285,0.524285,0.7650788426399231,0.00042523261012039626,0.7504810266641823,0.7445915963144052,-0.01473948625459987,-0.019516541006335833,1.544608365009945,29,4,moderate,0.014527,5.6259647106810835,1.9614517062145738,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate3_odd_even_ratio_le_0.75,false,none,gate3_odd_even_ratio_le_0.75|gate4_oot_to_depth_ge_0.50,none,gate2_fallback_period_context|weak_primary_depth_snr,Gate 3 hold: odd/even ratio <= 0.75; Gate 4 hold/reject block: OOT variability >= 50% of depth,cnn_morphology:0.344285|primary_depth_snr:0.04|odd_even_support:0.06|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211931266/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211931266/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211778092,top_20_holds,7,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Raw light curve is dominated by coherent variability and the folded feature is broad/ambiguous rather than candidate-like.,complete_codex_visual_review,true,excluded_uncertain_hold,incomplete_or_uncertain_candidate_evidence,0.507518,0.507518,0.6681172847747803,9.266005851232828e-05,4.22473025820619,,-1.7176043840252064,-0.41233216304808173,,19,11,period_ambiguous,0.010909,3.74582,0.9807252816972313,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate6_conservative_hold,false,none,none,none,gate2_fallback_period_context|gate4_oot_to_depth_missing|missing_odd_even_depth_ratio|missing_oot_to_depth,"Gates 1-5 passed; candidate survivor scoring applied; Gate v0.2 Stage G block: period or alias diagnostics are period-ambiguous; Gate v0.2 Stage G block: trusted period validation unavailable; Gate v0.2 Stage G block: missing diagnostics are not passes (odd_even_depth_ratio,oot_to_depth)",cnn_morphology:0.300653|primary_depth_snr:0.126865|odd_even_support:0.0|oot_cleanliness:0.0|duration_sanity:0.08,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211778092/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211778092/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211950430,top_20_holds,8,variable_or_possible_eb,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,"Deep broad eclipse-like morphology, strong raw variability, and large secondary/phase structure are EB/variable-like.",complete_codex_visual_review,true,excluded_uncertain_hold,gate_blocked_candidate_hold,0.445378,0.445378,0.3510212302207947,0.009479953336762215,4.565004424883991,0.9392617409935399,-1.9601469031464012,-0.7144228116484154,0.3316961262790405,16,25,low,0.149999,1.70264,6.374666592164431,refreshed_period_search,False,trusted_refreshed_period,true,trusted_period_dependent,no_gatevetter_stage_g_action,gate4_oot_to_depth_ge_0.30,false,none,gate4_oot_to_depth_ge_0.30,none,gate2_fallback_period_context,Gate 4 hold: OOT variability >= 30% of depth,cnn_morphology:0.15796|primary_depth_snr:0.127418|odd_even_support:0.12|oot_cleanliness:0.0|duration_sanity:0.04,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211950430/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/top_20_holds/EPIC_211950430/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211396385,reject_sanity_high_cnn_high_snr,1,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,High-CNN period-ambiguous reject has a narrow noisy dip but inconsistent event-stack and secondary context; no candidate recovery.,complete_codex_visual_review,true,false_positive_eb_or_variable,eb_or_variable_gate,0.0,0.0,0.7836157083511353,0.00021392620292159936,0.6715909672168959,,0.2628499928295159,0.38457451742947757,,26,5,period_ambiguous,0.00397,10.29246,0.9807244127732688,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate3_eb_or_variable_risk,true,gate3_eb_or_variable_risk,none,none,gate2_fallback_period_context,"Gate 3 route: EB/variable risk; Gate v0.2 Stage G block: period or alias diagnostics are period-ambiguous; Gate v0.2 Stage G block: trusted period validation unavailable; Gate v0.2 Stage G block: missing diagnostics are not passes (odd_even_depth_ratio,oot_to_depth)",none,plots/k2_batch/gatevetter_v0_2_batch_10/reject_sanity_high_cnn_high_snr/EPIC_211396385/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/reject_sanity_high_cnn_high_snr/EPIC_211396385/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
gatevetter_v0_2_batch_10_manual_review,2026-06-23,codex_visual_review,EPIC_211953962,reject_sanity_high_cnn_high_snr,2,reject_as_noise_or_artifact,negative,possible_future_training_example,Clear negative or EB/variable false positive; possible future training example.,Very shallow noisy folded dip with weak event-stack support and no stable transit-like recurrence.,complete_codex_visual_review,true,false_positive_eb_or_variable,eb_or_variable_gate,0.0,0.0,0.8109058141708374,3.8986439505950266e-05,0.33926392355872026,,0.1152127433696227,0.345121818196248,,28,5,period_ambiguous,0.00551,3.70837,0.4903650715132224,period_ambiguous,True,no_automatic_period_selection,false,untrusted_period_dependent,no_gatevetter_stage_g_action,gate3_eb_or_variable_risk,true,gate3_eb_or_variable_risk,none,none,gate2_fallback_period_context,"Gate 3 route: EB/variable risk; Gate v0.2 Stage G block: period or alias diagnostics are period-ambiguous; Gate v0.2 Stage G block: trusted period validation unavailable; Gate v0.2 Stage G block: missing diagnostics are not passes (odd_even_depth_ratio,oot_to_depth)",none,plots/k2_batch/gatevetter_v0_2_batch_10/reject_sanity_high_cnn_high_snr/EPIC_211953962/folded_light_curve_best_period.png,plots/k2_batch/gatevetter_v0_2_batch_10/reject_sanity_high_cnn_high_snr/EPIC_211953962/validation_summary.json,GateVetter v0.2 unchanged; CNN not retrained; visual review logged after batch prediction.
